deviceName,node,productId,uptime_years,uptime_months,uptime_weeks,uptime_days,uptime_hours,match
vpn-tam-anaya-17,node0_1_CPU0,XFP-10GLR-OC192SR,1,2,4,0,18,#REF!
vpn-ver-idelallave-36,node0_2_CPU0,A9K-RSP440-SE,1,2,4,0,18,#REF!
vpn-tam-anaya-17,node0_RSP1_CPU0,XFP-10GLR-OC192SR,1,2,4,0,17,#REF!
vpn-tam-anaya-17,node0_RSP0_CPU0,XFP-10GLR-OC192SR,1,2,4,0,17,#REF!
vpn-ver-idelallave-36,node0_3_CPU0,A9K-RSP440-SE,1,2,4,0,17,#REF!
vpn-ver-idelallave-36,node0_1_CPU0,A9K-RSP440-SE,1,2,4,0,17,#REF!
vpn-ver-idelallave-36,node0_0_CPU0,A9K-RSP440-SE,1,2,4,0,17,#REF!
vpn-ver-idelallave-36,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,4,0,17,#REF!
vpn-ver-idelallave-36,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,4,0,17,#REF!
vpn-tam-padremier-33,node0_1_CPU0,A9K-RSP440-SE,1,2,3,6,21,#REF!
vpn-gto-aztecas-41,node0_2_CPU0,A9K-RSP440-SE,1,2,3,6,20,#REF!
vpn-gto-aztecas-41,node0_1_CPU0,A9K-RSP440-SE,1,2,3,6,20,#REF!
vpn-gto-aztecas-41,node0_0_CPU0,A9K-RSP440-SE,1,2,3,6,20,#REF!
vpn-tam-padremier-33,node0_0_CPU0,A9K-RSP440-SE,1,2,3,6,20,#REF!
vpn-tam-padremier-33,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,3,6,20,#REF!
vpn-tam-padremier-33,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,3,6,20,#REF!
vpn-yuc-plaza-42,node0_1_CPU0,A9K-RSP440-SE,1,2,3,6,20,#REF!
vpn-yuc-plaza-42,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,3,6,20,#REF!
vpn-gto-aztecas-41,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,3,6,19,#REF!
vpn-gto-aztecas-41,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,3,6,19,#REF!
vpn-yuc-plaza-42,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,3,6,19,#REF!
sec-son-cortinez-19,node0_1_CPU0,14X10GBE-WL-XFP,1,2,3,6,18,#REF!
sec-son-cortinez-17,node0_1_CPU0,CPAK-100G-LR4,1,2,3,6,17,#REF!
vpn-yuc-plaza-42,node0_0_CPU0,A9K-RSP440-SE,1,2,3,6,17,#REF!
bb-la-onewilshire-16,node0_5_CPU0,CPAK-100G-LR4,1,2,3,6,14,#REF!
bb-la-onewilshire-16,node0_7_CPU0,CPAK-100G-LR4,1,2,3,5,18,#REF!
sec-tam-nuevolaredo-27,node0_6_CPU0,14X10GBE-WL-XFP,1,2,3,5,17,#REF!
sec-nay-cultura-14,node0_6_CPU0,14X10GBE-WL-XFP,1,2,3,4,21,#REF!
sec-nay-cultura-18,node0_6_CPU0,14X10GBE-WL-XFP,1,2,3,4,17,#REF!
vpn-yuc-plaza-42,node0_2_CPU0,A9K-RSP440-SE,1,2,3,3,20,#REF!
sec-tam-madero-22,node0_SM2_SP,14X10GBE-WL-XFP,1,2,2,2,11,#REF!
ipdsl-mex-xochimilco-5,node0_5_CPU0,CFP-100G-LR4,1,2,2,0,19,#REF!
ipdsl-mex-xochimilco-5,node0_4_CPU0,CFP-100G-LR4,1,2,2,0,19,#REF!
ipdsl-mex-xochimilco-5,node0_3_CPU0,CFP-100G-LR4,1,2,2,0,19,#REF!
ipdsl-mex-xochimilco-5,node0_2_CPU0,CFP-100G-LR4,1,2,2,0,19,#REF!
ipdsl-mex-xochimilco-5,node0_1_CPU0,CFP-100G-LR4,1,2,2,0,19,#REF!
ipdsl-mex-xochimilco-5,node0_0_CPU0,CFP-100G-LR4,1,2,2,0,19,#REF!
ipdsl-mex-xochimilco-5,node0_RSP1_CPU0,CFP-100G-LR4,1,2,2,0,19,#REF!
ipdsl-mex-xochimilco-5,node0_RSP0_CPU0,CFP-100G-LR4,1,2,2,0,19,#REF!
ipdsl-mex-nextengo-129,node0_7_CPU0,A9K-RSP440-SE,1,2,2,0,17,#REF!
ipdsl-mex-nextengo-129,node0_6_CPU0,A9K-RSP440-SE,1,2,2,0,17,#REF!
ipdsl-mex-nextengo-129,node0_5_CPU0,A9K-RSP440-SE,1,2,2,0,17,#REF!
ipdsl-mex-nextengo-129,node0_4_CPU0,A9K-RSP440-SE,1,2,2,0,17,#REF!
ipdsl-mex-nextengo-129,node0_1_CPU0,A9K-RSP440-SE,1,2,2,0,17,#REF!
ipdsl-mex-nextengo-129,node0_0_CPU0,A9K-RSP440-SE,1,2,2,0,17,#REF!
ipdsl-mex-nextengo-129,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,2,0,16,#REF!
ipdsl-mex-nextengo-129,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,2,0,16,#REF!
vpn-ver-leandrovalle-29,node0_2_CPU0,A9K-RSP440-SE,1,2,1,6,20,#REF!
vpn-ver-leandrovalle-29,node0_1_CPU0,A9K-RSP440-SE,1,2,1,6,20,#REF!
vpn-ver-leandrovalle-29,node0_0_CPU0,A9K-RSP440-SE,1,2,1,6,20,#REF!
vpn-edo-chalco-21,node0_1_CPU0,A9K-RSP440-SE,1,2,1,6,20,#REF!
vpn-edo-chalco-21,node0_0_CPU0,A9K-RSP440-SE,1,2,1,6,20,#REF!
vpn-edo-chalco-21,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,1,6,20,#REF!
vpn-edo-chalco-21,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,1,6,20,#REF!
inet-ver-leandrovalle-32,node0_2_CPU0,A9K-RSP440-SE,1,2,1,6,20,#REF!
inet-ver-leandrovalle-32,node0_1_CPU0,A9K-RSP440-SE,1,2,1,6,20,#REF!
inet-ver-leandrovalle-32,node0_0_CPU0,A9K-RSP440-SE,1,2,1,6,20,#REF!
inet-ver-leandrovalle-32,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,1,6,20,#REF!
inet-ver-leandrovalle-32,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,1,6,20,#REF!
inet-tam-padremier-36,node0_1_CPU0,A9K-RSP880-SE,1,2,1,6,20,#REF!
inet-tam-padremier-36,node0_0_CPU0,A9K-RSP880-SE,1,2,1,6,20,#REF!
vpn-ver-leandrovalle-29,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,1,6,19,#REF!
vpn-ver-leandrovalle-29,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,1,6,19,#REF!
ipdsl-coa-ayuntamiento-23,node0_7_CPU0,A9K-RSP440-SE,1,2,1,6,19,#REF!
ipdsl-coa-ayuntamiento-23,node0_6_CPU0,A9K-RSP440-SE,1,2,1,6,19,#REF!
ipdsl-coa-ayuntamiento-23,node0_5_CPU0,A9K-RSP440-SE,1,2,1,6,19,#REF!
ipdsl-coa-ayuntamiento-23,node0_2_CPU0,A9K-RSP440-SE,1,2,1,6,19,#REF!
ipdsl-coa-ayuntamiento-23,node0_1_CPU0,A9K-RSP440-SE,1,2,1,6,19,#REF!
ipdsl-coa-ayuntamiento-23,node0_0_CPU0,A9K-RSP440-SE,1,2,1,6,19,#REF!
inet-tam-padremier-36,node0_RSP0_CPU0,A9K-RSP880-SE,1,2,1,6,19,#REF!
ipdsl-coa-ayuntamiento-23,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,1,6,18,#REF!
inet-tam-matamoros-21,node0_0_CPU0,GLC-SX-MMD,1,2,1,6,18,#REF!
inet-tam-padremier-36,node0_RSP1_CPU0,A9K-RSP880-SE,1,2,1,6,18,#REF!
inet-tam-matamoros-21,node0_1_CPU0,GLC-SX-MMD,1,2,1,6,17,#REF!
inet-tam-matamoros-21,node0_RSP1_CPU0,GLC-SX-MMD,1,2,1,6,17,#REF!
inet-tam-matamoros-21,node0_RSP0_CPU0,GLC-SX-MMD,1,2,1,6,17,#REF!
sec-son-cortinez-19,node0_RP1_CPU0,14X10GBE-WL-XFP,1,2,1,5,21,#REF!
inet-gro-hidalgo-41,node0_2_CPU0,A9K-RSP440-SE,1,2,1,5,20,#REF!
inet-gro-hidalgo-41,node0_1_CPU0,A9K-RSP440-SE,1,2,1,5,20,#REF!
inet-gro-hidalgo-41,node0_0_CPU0,A9K-RSP440-SE,1,2,1,5,20,#REF!
inet-gro-hidalgo-41,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,1,5,20,#REF!
inet-gro-hidalgo-41,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,1,5,19,#REF!
inet-sin-republica-27,node0_1_CPU0,A9K-RSP440-SE,1,2,1,5,19,#REF!
inet-sin-republica-27,node0_0_CPU0,A9K-RSP440-SE,1,2,1,5,19,#REF!
inet-sin-republica-27,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,1,5,19,#REF!
inet-sin-republica-27,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,1,5,19,#REF!
inet-jal-bandera-28,node0_1_CPU0,A9K-RSP440-SE,1,2,1,5,18,#REF!
inet-jal-bandera-28,node0_0_CPU0,A9K-RSP440-SE,1,2,1,5,18,#REF!
inet-jal-bandera-28,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,1,5,18,#REF!
inet-jal-bandera-28,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,1,5,18,#REF!
inet-sin-republica-27,node0_2_CPU0,A9K-RSP440-SE,1,2,1,5,18,#REF!
ipdsl-qro-corregidora-35,node0_7_CPU0,A9K-RSP440-SE,1,2,1,5,17,#REF!
ipdsl-qro-corregidora-35,node0_6_CPU0,A9K-RSP440-SE,1,2,1,5,17,#REF!
ipdsl-qro-corregidora-35,node0_5_CPU0,A9K-RSP440-SE,1,2,1,5,17,#REF!
ipdsl-qro-corregidora-35,node0_4_CPU0,A9K-RSP440-SE,1,2,1,5,17,#REF!
ipdsl-qro-corregidora-35,node0_3_CPU0,A9K-RSP440-SE,1,2,1,5,17,#REF!
ipdsl-qro-corregidora-35,node0_2_CPU0,A9K-RSP440-SE,1,2,1,5,17,#REF!
ipdsl-qro-corregidora-35,node0_1_CPU0,A9K-RSP440-SE,1,2,1,5,17,#REF!
ipdsl-qro-corregidora-35,node0_0_CPU0,A9K-RSP440-SE,1,2,1,5,17,#REF!
ipdsl-qro-corregidora-35,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,1,5,17,#REF!
inet-son-yanez-69,node0_2_CPU0,A9K-RSP440-SE,1,2,1,5,17,#REF!
inet-son-yanez-69,node0_1_CPU0,A9K-RSP440-SE,1,2,1,5,17,#REF!
inet-son-yanez-69,node0_0_CPU0,A9K-RSP440-SE,1,2,1,5,17,#REF!
inet-son-yanez-69,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,1,5,17,#REF!
inet-son-yanez-69,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,1,5,16,#REF!
inet-tam-nuevolaredo-30,node0_1_CPU0,A9K-RSP440-SE,1,2,1,4,21,#REF!
inet-tam-nuevolaredo-30,node0_0_CPU0,A9K-RSP440-SE,1,2,1,4,21,#REF!
inet-tam-nuevolaredo-30,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,1,4,21,#REF!
inet-tam-nuevolaredo-30,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,1,4,21,#REF!
inet-ver-pozarica-26,node0_1_CPU0,A9K-RSP440-SE,1,2,1,4,18,#REF!
inet-ver-pozarica-26,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,1,4,17,#REF!
inet-ver-pozarica-26,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,1,4,17,#REF!
ipdsl-mor-mirador-35,node0_6_CPU0,A9K-RSP440-SE,1,2,1,4,17,#REF!
ipdsl-mor-mirador-35,node0_5_CPU0,A9K-RSP440-SE,1,2,1,4,17,#REF!
ipdsl-mor-mirador-35,node0_4_CPU0,A9K-RSP440-SE,1,2,1,4,17,#REF!
ipdsl-mor-mirador-35,node0_3_CPU0,A9K-RSP440-SE,1,2,1,4,17,#REF!
ipdsl-mor-mirador-35,node0_2_CPU0,A9K-RSP440-SE,1,2,1,4,17,#REF!
ipdsl-mor-mirador-35,node0_1_CPU0,A9K-RSP440-SE,1,2,1,4,17,#REF!
ipdsl-mor-mirador-35,node0_0_CPU0,A9K-RSP440-SE,1,2,1,4,17,#REF!
ipdsl-mor-mirador-35,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,1,4,17,#REF!
ipdsl-mor-mirador-35,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,1,4,17,#REF!
inet-hgo-revolucionp-31,node0_2_CPU0,A9K-RSP440-SE,1,2,1,3,19,#REF!
inet-hgo-revolucionp-31,node0_1_CPU0,A9K-RSP440-SE,1,2,1,3,19,#REF!
inet-hgo-revolucionp-31,node0_0_CPU0,A9K-RSP440-SE,1,2,1,3,19,#REF!
inet-hgo-revolucionp-31,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,1,3,19,#REF!
inet-hgo-revolucionp-31,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,1,3,19,#REF!
vpn-jal-lasfuentes-31,node0_3_CPU0,A9K-RSP440-SE,1,2,1,2,17,#REF!
vpn-jal-lasfuentes-31,node0_2_CPU0,A9K-RSP440-SE,1,2,1,2,17,#REF!
vpn-jal-lasfuentes-31,node0_1_CPU0,A9K-RSP440-SE,1,2,1,2,17,#REF!
vpn-jal-lasfuentes-31,node0_0_CPU0,A9K-RSP440-SE,1,2,1,2,17,#REF!
vpn-jal-lasfuentes-31,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,1,2,17,#REF!
vpn-jal-lasfuentes-31,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,1,2,17,#REF!
vpn-bcn-arbol-21,node0_2_CPU0,A9K-RSP440-SE,1,2,1,2,17,#REF!
vpn-bcn-arbol-21,node0_1_CPU0,A9K-RSP440-SE,1,2,1,2,17,#REF!
vpn-bcn-arbol-21,node0_0_CPU0,A9K-RSP440-SE,1,2,1,2,17,#REF!
vpn-bcn-arbol-21,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,1,2,17,#REF!
vpn-bcn-arbol-21,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,1,2,17,#REF!
vpn-qro-triara-32,node0_2_CPU0,GLC-SX-MMD,1,2,1,1,22,#REF!
vpn-qro-triara-32,node0_3_CPU0,GLC-SX-MMD,1,2,1,1,21,#REF!
vpn-qro-triara-32,node0_1_CPU0,GLC-SX-MMD,1,2,1,1,21,#REF!
vpn-qro-triara-32,node0_0_CPU0,GLC-SX-MMD,1,2,1,1,21,#REF!
vpn-qro-triara-32,node0_RSP1_CPU0,GLC-SX-MMD,1,2,1,1,21,#REF!
vpn-qro-triara-32,node0_RSP0_CPU0,GLC-SX-MMD,1,2,1,1,21,#REF!
vpn-mex-popocatepetl-72,node0_6_CPU0,A9K-RSP440-SE,1,2,1,1,21,#REF!
vpn-mex-popocatepetl-72,node0_5_CPU0,A9K-RSP440-SE,1,2,1,1,21,#REF!
vpn-mex-popocatepetl-72,node0_4_CPU0,A9K-RSP440-SE,1,2,1,1,21,#REF!
vpn-mex-popocatepetl-72,node0_2_CPU0,A9K-RSP440-SE,1,2,1,1,21,#REF!
vpn-mex-popocatepetl-72,node0_1_CPU0,A9K-RSP440-SE,1,2,1,1,21,#REF!
vpn-mex-popocatepetl-72,node0_0_CPU0,A9K-RSP440-SE,1,2,1,1,21,#REF!
vpn-mex-popocatepetl-72,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,1,1,21,#REF!
vpn-mex-popocatepetl-72,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,1,1,21,#REF!
vpn-nvl-santafe-30,node0_2_CPU0,A9K-RSP440-SE,1,2,1,0,20,#REF!
vpn-nvl-santafe-30,node0_1_CPU0,A9K-RSP440-SE,1,2,1,0,20,#REF!
vpn-nvl-santafe-30,node0_0_CPU0,A9K-RSP440-SE,1,2,1,0,20,#REF!
vpn-nvl-santafe-30,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,1,0,20,#REF!
inet-sin-losmochis-29,node0_1_CPU0,GLC-SX-MMD,1,2,1,0,19,#REF!
inet-sin-losmochis-29,node0_0_CPU0,GLC-SX-MMD,1,2,1,0,19,#REF!
inet-sin-losmochis-29,node0_RSP1_CPU0,GLC-SX-MMD,1,2,1,0,19,#REF!
inet-sin-losmochis-29,node0_RSP0_CPU0,GLC-SX-MMD,1,2,1,0,19,#REF!
vpn-nvl-santafe-30,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,1,0,19,#REF!
inet-jal-ctg-73,node0_7_CPU0,A9K-RSP440-SE,1,2,0,6,22,#REF!
inet-jal-ctg-73,node0_3_CPU0,A9K-RSP440-SE,1,2,0,6,22,#REF!
inet-jal-ctg-73,node0_2_CPU0,A9K-RSP440-SE,1,2,0,6,21,#REF!
inet-jal-ctg-73,node0_1_CPU0,A9K-RSP440-SE,1,2,0,6,21,#REF!
inet-jal-ctg-73,node0_0_CPU0,A9K-RSP440-SE,1,2,0,6,21,#REF!
inet-jal-ctg-73,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,0,6,21,#REF!
inet-jal-ctg-73,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,0,6,21,#REF!
ipdsl-ver-cordoba-21,node0_7_CPU0,A9K-RSP880-LT-SE,1,2,0,6,19,#REF!
ipdsl-ver-cordoba-21,node0_5_CPU0,A9K-RSP880-LT-SE,1,2,0,6,19,#REF!
ipdsl-ver-cordoba-21,node0_4_CPU0,A9K-RSP880-LT-SE,1,2,0,6,19,#REF!
ipdsl-ver-cordoba-21,node0_3_CPU0,A9K-RSP880-LT-SE,1,2,0,6,19,#REF!
ipdsl-ver-cordoba-21,node0_2_CPU0,A9K-RSP880-LT-SE,1,2,0,6,19,#REF!
ipdsl-ver-cordoba-21,node0_1_CPU0,A9K-RSP880-LT-SE,1,2,0,6,19,#REF!
ipdsl-ver-cordoba-21,node0_0_CPU0,A9K-RSP880-LT-SE,1,2,0,6,19,#REF!
ipdsl-tam-madero-27,node0_6_CPU0,A9K-RSP880-LT-SE,1,2,0,6,19,#REF!
ipdsl-tam-madero-27,node0_5_CPU0,A9K-RSP880-LT-SE,1,2,0,6,19,#REF!
ipdsl-tam-madero-27,node0_3_CPU0,A9K-RSP880-LT-SE,1,2,0,6,19,#REF!
ipdsl-tam-madero-27,node0_0_CPU0,A9K-RSP880-LT-SE,1,2,0,6,19,#REF!
ipdsl-ver-cordoba-21,node0_RSP1_CPU0,A9K-RSP880-LT-SE,1,2,0,6,18,#REF!
ipdsl-ver-cordoba-21,node0_RSP0_CPU0,A9K-RSP880-LT-SE,1,2,0,6,18,#REF!
ipdsl-ver-cordoba-21,node0_6_CPU0,A9K-RSP880-LT-SE,1,2,0,6,17,#REF!
ipdsl-tam-madero-27,node0_1_CPU0,A9K-RSP880-LT-SE,1,2,0,6,16,#REF!
ipdsl-jal-fresno-7,node0_5_CPU0,CFP-100G-LR4,1,2,0,4,21,#REF!
ipdsl-jal-fresno-7,node0_4_CPU0,CFP-100G-LR4,1,2,0,4,21,#REF!
ipdsl-jal-fresno-7,node0_3_CPU0,CFP-100G-LR4,1,2,0,4,21,#REF!
ipdsl-jal-fresno-7,node0_2_CPU0,CFP-100G-LR4,1,2,0,4,21,#REF!
ipdsl-jal-fresno-7,node0_1_CPU0,CFP-100G-LR4,1,2,0,4,21,#REF!
ipdsl-jal-fresno-7,node0_0_CPU0,CFP-100G-LR4,1,2,0,4,21,#REF!
ipdsl-mex-bosques-9,node0_5_CPU0,A9K-RSP880-LT-SE,1,2,0,4,20,#REF!
ipdsl-mex-bosques-9,node0_4_CPU0,A9K-RSP880-LT-SE,1,2,0,4,20,#REF!
ipdsl-mex-bosques-9,node0_2_CPU0,A9K-RSP880-LT-SE,1,2,0,4,20,#REF!
ipdsl-mex-bosques-9,node0_1_CPU0,A9K-RSP880-LT-SE,1,2,0,4,20,#REF!
ipdsl-mex-bosques-9,node0_0_CPU0,A9K-RSP880-LT-SE,1,2,0,4,20,#REF!
ipdsl-mex-bosques-9,node0_RSP1_CPU0,A9K-RSP880-LT-SE,1,2,0,4,19,#REF!
ipdsl-mex-bosques-9,node0_RSP0_CPU0,A9K-RSP880-LT-SE,1,2,0,4,19,#REF!
ipdsl-jal-fresno-7,node0_RSP1_CPU0,CFP-100G-LR4,1,2,0,4,19,#REF!
ipdsl-jal-fresno-7,node0_RSP0_CPU0,CFP-100G-LR4,1,2,0,4,19,#REF!
ipdsl-pue-ctp-59,node0_6_CPU0,A9K-RSP880-LT-SE,1,2,0,4,17,#REF!
ipdsl-pue-ctp-59,node0_5_CPU0,A9K-RSP880-LT-SE,1,2,0,4,17,#REF!
ipdsl-pue-ctp-59,node0_4_CPU0,A9K-RSP880-LT-SE,1,2,0,4,17,#REF!
ipdsl-pue-ctp-59,node0_3_CPU0,A9K-RSP880-LT-SE,1,2,0,4,17,#REF!
ipdsl-pue-ctp-59,node0_2_CPU0,A9K-RSP880-LT-SE,1,2,0,4,17,#REF!
ipdsl-pue-ctp-59,node0_1_CPU0,A9K-RSP880-LT-SE,1,2,0,4,17,#REF!
ipdsl-pue-ctp-59,node0_0_CPU0,A9K-RSP880-LT-SE,1,2,0,4,17,#REF!
ipdsl-pue-ctp-59,node0_RSP1_CPU0,A9K-RSP880-LT-SE,1,2,0,4,17,#REF!
ipdsl-pue-ctp-59,node0_RSP0_CPU0,A9K-RSP880-LT-SE,1,2,0,4,17,#REF!
sec-slp-colonias-6,node0_6_CPU0,CRS-8-PRP-12G,1,2,0,4,14,#REF!
bup-nvl-revolucion-53,node0_SM2_SP,CPAK-100G-ER4L,1,2,0,3,21,#REF!
bup-nvl-revolucion-53,node0_SM3_SP,CPAK-100G-ER4L,1,2,0,3,21,#REF!
bup-nvl-revolucion-53,node0_SM1_SP,CPAK-100G-ER4L,1,2,0,3,21,#REF!
bup-nvl-revolucion-53,node0_SM0_SP,CPAK-100G-ER4L,1,2,0,3,21,#REF!
bup-nvl-revolucion-53,node0_RP0_CPU0,CPAK-100G-ER4L,1,2,0,3,20,#REF!
bup-nvl-revolucion-53,node0_7_CPU0,CPAK-100G-ER4L,1,2,0,3,20,#REF!
bup-nvl-revolucion-53,node0_6_CPU0,CPAK-100G-ER4L,1,2,0,3,20,#REF!
bup-nvl-revolucion-53,node0_5_CPU0,CPAK-100G-ER4L,1,2,0,3,20,#REF!
bup-nvl-revolucion-53,node0_4_CPU0,CPAK-100G-ER4L,1,2,0,3,20,#REF!
bup-nvl-revolucion-53,node0_3_CPU0,CPAK-100G-ER4L,1,2,0,3,20,#REF!
bup-nvl-revolucion-53,node0_2_CPU0,CPAK-100G-ER4L,1,2,0,3,20,#REF!
bup-nvl-revolucion-53,node0_1_CPU0,CPAK-100G-ER4L,1,2,0,3,20,#REF!
bup-nvl-revolucion-53,node0_0_CPU0,CPAK-100G-ER4L,1,2,0,3,20,#REF!
ipdsl-mex-culhuacan-63,node0_7_CPU0,A9K-RSP440-SE,1,2,0,3,19,#REF!
ipdsl-mex-culhuacan-63,node0_6_CPU0,A9K-RSP440-SE,1,2,0,3,19,#REF!
ipdsl-mex-culhuacan-63,node0_3_CPU0,A9K-RSP440-SE,1,2,0,3,19,#REF!
ipdsl-mex-culhuacan-63,node0_2_CPU0,A9K-RSP440-SE,1,2,0,3,19,#REF!
ipdsl-mex-culhuacan-63,node0_1_CPU0,A9K-RSP440-SE,1,2,0,3,19,#REF!
ipdsl-mex-culhuacan-63,node0_0_CPU0,A9K-RSP440-SE,1,2,0,3,19,#REF!
ipdsl-mex-culhuacan-63,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,0,3,18,#REF!
ipdsl-mex-estrella-28,node0_6_CPU0,A9K-RSP440-SE,1,2,0,3,17,#REF!
ipdsl-mex-estrella-28,node0_5_CPU0,A9K-RSP440-SE,1,2,0,3,17,#REF!
ipdsl-mex-estrella-28,node0_4_CPU0,A9K-RSP440-SE,1,2,0,3,17,#REF!
ipdsl-mex-estrella-28,node0_3_CPU0,A9K-RSP440-SE,1,2,0,3,17,#REF!
ipdsl-mex-estrella-28,node0_2_CPU0,A9K-RSP440-SE,1,2,0,3,17,#REF!
ipdsl-mex-estrella-28,node0_1_CPU0,A9K-RSP440-SE,1,2,0,3,17,#REF!
ipdsl-mex-estrella-28,node0_0_CPU0,A9K-RSP440-SE,1,2,0,3,17,#REF!
ipdsl-mex-estrella-28,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,0,3,17,#REF!
ipdsl-mex-estrella-28,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,0,3,17,#REF!
sec-ver-cordoba-19,node0_3_CPU0,14X10GBE-WL-XFP,1,2,0,2,18,#REF!
vpn-la-onewilshire-20,node0_2_CPU0,A9K-RSP440-SE,1,2,0,1,16,#REF!
vpn-la-onewilshire-20,node0_1_CPU0,A9K-RSP440-SE,1,2,0,1,16,#REF!
vpn-la-onewilshire-20,node0_0_CPU0,A9K-RSP440-SE,1,2,0,1,15,#REF!
vpn-la-onewilshire-20,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,0,1,15,#REF!
vpn-la-onewilshire-20,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,0,1,15,#REF!
ipdsl-yuc-yaxkin-31,node0_7_CPU0,A9K-RSP440-SE,1,2,0,0,21,#REF!
ipdsl-yuc-yaxkin-31,node0_6_CPU0,A9K-RSP440-SE,1,2,0,0,21,#REF!
ipdsl-yuc-yaxkin-31,node0_5_CPU0,A9K-RSP440-SE,1,2,0,0,21,#REF!
ipdsl-yuc-yaxkin-31,node0_4_CPU0,A9K-RSP440-SE,1,2,0,0,21,#REF!
ipdsl-yuc-yaxkin-31,node0_3_CPU0,A9K-RSP440-SE,1,2,0,0,21,#REF!
ipdsl-yuc-yaxkin-31,node0_2_CPU0,A9K-RSP440-SE,1,2,0,0,21,#REF!
ipdsl-yuc-yaxkin-31,node0_1_CPU0,A9K-RSP440-SE,1,2,0,0,21,#REF!
ipdsl-yuc-yaxkin-31,node0_0_CPU0,A9K-RSP440-SE,1,2,0,0,21,#REF!
ipdsl-yuc-yaxkin-31,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,0,0,20,#REF!
ipdsl-yuc-yaxkin-31,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,0,0,20,#REF!
ipdsl-cam-campeche-15,node0_7_CPU0,A9K-RSP440-SE,1,2,0,0,20,#REF!
ipdsl-cam-campeche-15,node0_6_CPU0,A9K-RSP440-SE,1,2,0,0,20,#REF!
ipdsl-cam-campeche-15,node0_2_CPU0,A9K-RSP440-SE,1,2,0,0,20,#REF!
ipdsl-cam-campeche-15,node0_1_CPU0,A9K-RSP440-SE,1,2,0,0,20,#REF!
ipdsl-cam-campeche-15,node0_0_CPU0,A9K-RSP440-SE,1,2,0,0,20,#REF!
ipdsl-cam-campeche-15,node0_RSP1_CPU0,A9K-RSP440-SE,1,2,0,0,19,#REF!
ipdsl-cam-campeche-15,node0_RSP0_CPU0,A9K-RSP440-SE,1,2,0,0,19,#REF!
ipdsl-slp-colonias-4,node0_7_CPU0,CFP-100G-LR4,1,1,4,1,18,#REF!
ipdsl-slp-colonias-4,node0_6_CPU0,CFP-100G-LR4,1,1,4,1,18,#REF!
ipdsl-slp-colonias-4,node0_5_CPU0,CFP-100G-LR4,1,1,4,1,18,#REF!
ipdsl-slp-colonias-4,node0_4_CPU0,CFP-100G-LR4,1,1,4,1,18,#REF!
