deviceName,productId,uptime,Impact,match
sec,14X10GBE-WL-XFP,1y:7w,NA,NA
sec,14X10GBE-WL-XFP,1y:7w,NA,NA
sec,14X10GBE-WL-XFP,1y:7w,NA,NA
sec,14X10GBE-WL-XFP,1y:7w,NA,NA
sec,14X10GBE-WL-XFP,1y:7w,NA,NA
sec,14X10GBE-WL-XFP,1y:7w,NA,NA
sec,14X10GBE-WL-XFP,1y:7w,NA,NA
sec,14X10GBE-WL-XFP,1y:7w,NA,NA
sec,14X10GBE-WL-XFP,1y:7w,NA,NA
reg,14X10GBE-WL-XFP,1y:7w,NA,NA
inet,A9K-RSP440-SE,1y:7w,NA,NA
inet,A9K-RSP440-SE,1y:7w,NA,NA
inet,A9K-RSP440-SE,1y:7w,NA,NA
inet,A9K-RSP440-SE,1y:7w,NA,NA
inet,A9K-RSP440-SE,1y:7w,NA,NA
inet,ASR-9910,1y:7w,NA,NA
inet,ASR-9910,1y:7w,NA,NA
inet,ASR-9910,1y:7w,NA,NA
inet,SFP-10G-LR-S,1y:7w,NA,NA
inet,SFP-10G-LR-S,1y:7w,NA,NA
inet,SFP-10G-LR-S,1y:7w,NA,NA
inet,SFP-10G-LR-S,1y:7w,NA,NA
inet,SFP-10G-LR-S,1y:7w,NA,NA
inet,SFP-10G-LR-S,1y:7w,NA,NA
inet,GLC-SX-MMD,1y:7w,NA,NA
inet,GLC-SX-MMD,1y:7w,NA,NA
inet,GLC-SX-MMD,1y:7w,NA,NA
inet,GLC-SX-MMD,1y:7w,NA,NA
inet,GLC-SX-MMD,1y:7w,NA,NA
inet,GLC-SX-MMD,1y:7w,NA,NA
inet,GLC-SX-MMD,1y:7w,NA,NA
reg,4X100GE-LO,1y:7w,NA,NA
